name,Age,team,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,ERA,WHIP,BABIP,K_per_9,pitcher_id,season
Jared Koenig,30,Milwaukee,56,6,9.0,4.0,1.0,62.2,55,22,17,23,63,4,2.44,1.245,0.297,9.0,657649,2024
Stephen Kolek,27,San Diego,42,0,3.0,,,46.2,59,30,27,12,39,4,5.21,1.521,0.362,7.5,663568,2024
Michael Kopech,28,"Chicago,Los Angeles",77,1,7.0,8.0,15.0,76.2,49,30,29,41,98,10,3.4,1.174,0.239,11.5,656629,2024
Evan Kravetz,27,Cincinnati,1,0,,,,0.2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,667478,2024
Dean Kremer,28,Baltimore,24,24,8.0,10.0,,129.2,110,72,59,51,123,18,4.1,1.242,0.258,8.5,665152,2024
Zac Kristofak,26,Los Angeles,1,0,,,,2.0,3,2,0,2,2,0,0.0,2.5,0.429,9.0,670219,2024
Matt Krook,29,Baltimore,1,0,,,,1.0,1,3,2,1,2,1,18.0,2.0,0.0,18.0,640454,2024
Chad Kuhl,31,Chicago,31,1,,2.0,1.0,53.1,56,33,30,25,54,5,5.06,1.519,0.347,9.1,641771,2024
Joel Kuhnel,29,"Houston,Tampa Bay",6,0,,,,10.0,8,5,5,0,5,1,4.5,0.8,0.219,4.5,669270,2024
Joe La Sorsa,26,Washington,16,0,,,,17.2,17,9,9,5,14,4,4.58,1.245,0.265,7.1,686747,2024
Peter Lambert,27,Colorado,28,3,2.0,5.0,,61.1,73,42,39,29,50,7,5.72,1.663,0.347,7.3,663567,2024
Dinelson Lamet,31,Los Angeles,3,0,,,1.0,4.1,2,2,1,2,3,1,2.08,0.923,0.083,6.2,659275,2024
Alex Lange,28,Detroit,21,0,,3.0,2.0,18.2,16,16,9,17,21,0,4.34,1.768,0.333,10.1,656638,2024
Jacob Latz,28,Texas,46,0,2.0,3.0,,43.2,39,20,18,27,40,6,3.71,1.511,0.28,8.2,656641,2024
Derek Law,33,Washington,75,0,7.0,4.0,1.0,90.0,82,31,26,24,76,7,2.6,1.178,0.293,7.6,571882,2024
Justin Lawrence,29,Colorado,56,0,4.0,4.0,2.0,59.2,73,52,43,33,45,9,6.49,1.777,0.35,6.8,664875,2024
Max Lazar,25,Philadelphia,11,0,,,,13.2,13,7,7,2,9,2,4.61,1.098,0.268,5.9,676661,2024
Kyle Leahy,27,St. Louis,33,0,1.0,1.0,1.0,48.2,40,23,22,10,33,4,4.07,1.027,0.252,6.1,681517,2024
Jordan Leasure,25,Chicago,33,0,,2.0,2.0,31.1,32,22,22,18,26,6,6.32,1.596,0.289,7.5,673929,2024
Jos\xc3\xa9 Leclerc,30,Texas,64,0,6.0,5.0,1.0,66.2,56,33,32,32,89,7,4.32,1.32,0.32,12.0,600917,2024
Dylan Lee,29,Atlanta,53,0,4.0,2.0,,61.1,50,19,14,17,76,7,2.05,1.092,0.297,11.2,669276,2024
Casey Legumina,27,Cincinnati,6,0,,,,9.1,15,11,9,2,7,2,8.68,1.821,0.371,6.8,668984,2024
Brandon Leibrandt,31,Cincinnati,2,0,,,,6.1,11,7,7,2,5,3,9.95,2.053,0.364,7.1,605335,2024
Jack Leiter,24,Texas,9,6,,3.0,,35.2,44,39,35,17,31,7,8.83,1.71,0.327,7.8,683004,2024
Mark Leiter Jr.,33,"Chicago,New York",66,0,5.0,5.0,,63.1,58,35,30,27,91,8,4.26,1.342,0.331,12.9,643410,2024
Dominic Leone,32,Chicago,23,0,,2.0,,19.0,20,17,14,14,17,4,6.63,1.789,0.296,8.1,608678,2024
Matthew Liberatore,24,St. Louis,60,6,3.0,4.0,,86.0,81,44,42,28,76,11,4.4,1.267,0.293,8.0,669461,2024
Zack Littell,28,Tampa Bay,29,29,8.0,10.0,,156.1,164,68,63,31,141,22,3.63,1.247,0.312,8.1,641793,2024
Brendon Little,27,Toronto,49,0,1.0,2.0,1.0,45.2,41,21,19,19,36,7,3.74,1.314,0.264,7.1,663893,2024
Luke Little,23,Chicago,29,1,3.0,1.0,,26.0,15,11,10,18,28,1,3.46,1.269,0.241,9.7,681432,2024
Ben Lively,32,Cleveland,30,29,13.0,10.0,,152.1,140,67,64,50,120,23,3.78,1.247,0.266,7.1,594902,2024
Jonathan Loaisiga,29,New York,3,0,1.0,,,4.0,7,0,0,1,3,0,0.0,2.0,0.438,6.8,642528,2024
Nick Lodolo,26,Cincinnati,21,21,9.0,6.0,,115.1,101,62,61,37,122,13,4.76,1.197,0.29,9.5,666157,2024
Nick Loftin,25,Kansas City,1,0,,,,1.0,1,0,0,0,0,0,0.0,1.0,0.333,0.0,679845,2024
Zach Logue,28,Los Angeles,2,0,,,,2.0,6,4,4,0,4,1,18.0,3.0,0.714,18.0,656657,2024
Sam Long,28,Kansas City,48,0,3.0,3.0,1.0,46.2,35,18,16,21,46,5,3.09,1.2,0.252,8.9,669674,2024
Jacob Lopez,26,Tampa Bay,4,1,,,,10.1,5,7,6,7,8,2,5.23,1.161,0.111,7.0,682052,2024
Jorge L\xc3\xb3pez,31,"Chicago,New York",52,0,2.0,3.0,4.0,53.0,46,19,17,19,50,6,2.89,1.226,0.286,8.5,605347,2024
Pablo L\xc3\xb3pez,28,Minnesota,32,32,15.0,10.0,,185.1,180,90,84,41,198,26,4.08,1.192,0.311,9.6,641154,2024
Reynaldo L\xc3\xb3pez,30,Atlanta,26,25,8.0,5.0,,135.2,108,32,30,42,148,10,1.99,1.106,0.288,9.8,625643,2024
Michael Lorenzen,32,"Kansas City,Texas",28,24,7.0,7.0,,132.2,104,50,49,61,100,17,3.32,1.244,0.239,6.8,547179,2024
Ryan Loutos,25,St. Louis,3,0,,,,2.1,2,0,0,1,0,0,0.0,1.286,0.222,0.0,702795,2024
Richard Lovelady,28,"Chicago,Tampa Bay",35,0,3.0,6.0,2.0,34.1,34,18,17,11,26,3,4.46,1.311,0.298,6.8,663992,2024
Rhett Lowder,22,Cincinnati,6,6,2.0,2.0,,30.2,25,4,4,14,22,0,1.17,1.272,0.272,6.5,695076,2024
Easton Lucas,27,"Detroit,Oakland,Toronto",8,0,1.0,,,11.2,17,15,14,9,10,1,10.8,2.229,0.4,7.7,687922,2024
Joey Lucchesi,31,New York,2,2,,2.0,,10.1,8,6,6,8,7,1,5.23,1.548,0.241,6.1,664192,2024
Seth Lugo,34,Kansas City,35,35,16.0,9.0,,216.0,184,78,72,53,189,17,3.0,1.097,0.276,7.9,607625,2024
Jes\xc3\xbas Luzardo,26,Miami,12,12,3.0,6.0,,66.2,61,37,37,22,58,9,5.0,1.245,0.286,7.8,666200,2024
Jordan Lyles,33,Kansas City,5,0,,,,5.0,2,0,0,2,3,0,0.0,0.8,0.143,5.4,543475,2024
Daniel Lynch IV,27,Kansas City,16,3,2.0,,1.0,43.1,29,17,16,14,39,6,3.32,0.992,0.207,8.1,663738,2024
Lance Lynn,37,St. Louis,23,23,7.0,4.0,,117.1,113,64,50,44,109,16,3.84,1.338,0.288,8.4,458681,2024
Josh Maciejewski,28,New York,4,0,,,,7.0,4,2,2,2,7,1,2.57,0.857,0.176,9.0,656671,2024
Ty Madden,24,Detroit,7,1,1.0,1.0,,23.2,26,14,13,11,18,2,4.94,1.563,0.32,6.8,680744,2024
Kenta Maeda,36,Detroit,28,16,3.0,7.0,,112.1,124,80,76,31,96,22,6.09,1.38,0.309,7.7,628317,2024
Tyler Mahle,29,Texas,3,3,,1.0,,12.2,14,7,7,4,10,1,4.97,1.421,0.325,7.1,641816,2024
Luke Maile,33,Cincinnati,3,0,,,,3.2,6,6,6,0,0,1,14.73,1.636,0.294,0.0,571912,2024
Anthony Maldonado,26,Miami,16,1,1.0,1.0,1.0,19.0,21,12,12,7,11,1,5.68,1.474,0.317,5.2,687424,2024
Sean Manaea,32,New York,36,36,14.0,7.0,,200.2,151,86,80,71,203,24,3.59,1.106,0.249,9.1,640455,2024
Matt Manning,26,Detroit,5,5,,1.0,,27.2,31,15,15,12,23,3,4.88,1.554,0.329,7.5,666159,2024
Alek Manoah,26,Toronto,5,5,1.0,2.0,,24.1,17,16,10,8,26,5,3.7,1.027,0.2,9.6,666201,2024
Joe Mantiply,33,Arizona,75,2,6.0,2.0,1.0,59.2,52,27,26,18,53,1,3.92,1.173,0.298,8.0,573009,2024
Ron Marinaccio,28,New York,16,0,1.0,,,23.1,18,11,10,10,25,4,3.86,1.2,0.25,9.6,676760,2024
Germ\xc3\xa1n M\xc3\xa1rquez,29,Colorado,1,1,,,,4.0,5,3,3,4,3,1,6.75,2.25,0.333,6.8,608566,2024
Alec Marsh,26,Kansas City,26,25,9.0,9.0,,129.0,123,70,65,39,123,19,4.53,1.256,0.293,8.6,679525,2024
Jos\xc3\xa9 Marte,28,Los Angeles,14,0,,,,19.1,14,6,5,10,14,1,2.33,1.241,0.241,6.5,665896,2024
Yunior Marte,29,Philadelphia,23,0,,,,26.0,34,22,20,15,23,5,6.92,1.885,0.345,8.0,628708,2024
Chris Martin,38,Boston,45,0,3.0,1.0,2.0,44.1,47,22,17,3,50,5,3.45,1.128,0.359,10.2,455119,2024
Davis Martin,27,Chicago,11,10,,5.0,,50.0,50,25,24,23,47,5,4.32,1.46,0.321,8.5,663436,2024
Justin Martinez,22,Arizona,64,0,5.0,6.0,8.0,72.2,59,26,20,36,91,2,2.48,1.307,0.324,11.3,679885,2024
Nick Martinez,33,Cincinnati,42,16,10.0,7.0,,142.1,128,56,49,18,116,13,3.1,1.026,0.278,7.3,607259,2024
Seth Martinez,29,Houston,44,0,3.0,2.0,1.0,52.2,49,24,21,18,36,7,3.59,1.272,0.269,6.2,661527,2024
Phil Maton,31,"New York,Tampa Bay",77,0,3.0,4.0,3.0,70.1,58,33,32,28,66,11,4.09,1.223,0.258,8.4,664208,2024
Yuki Matsui,28,San Diego,65,0,4.0,2.0,,63.2,47,27,26,27,70,8,3.68,1.162,0.25,9.9,673513,2024
Zebby Matthews,24,Minnesota,9,9,1.0,4.0,,37.2,51,31,28,11,43,11,6.69,1.646,0.364,10.3,805673,2024
Isaac Mattson,28,Pittsburgh,3,0,,,,5.1,1,3,3,5,6,0,5.06,1.125,0.091,10.1,676755,2024
Steven Matz,33,St. Louis,12,7,1.0,2.0,,44.1,49,28,25,15,33,7,5.08,1.444,0.318,6.7,571927,2024
Tyler Matzek,33,Atlanta,11,0,,,,10.0,16,11,11,3,10,3,9.9,1.9,0.406,9.0,554431,2024
Tim Mayza,32,"New York,Toronto",53,0,,2.0,,45.0,56,34,30,17,29,5,6.0,1.622,0.331,5.8,641835,2024
Adam Mazur,23,San Diego,8,8,1.0,3.0,,33.2,40,28,28,21,22,6,7.49,1.812,0.318,5.9,800049,2024
James McArthur,27,Kansas City,57,0,5.0,7.0,18.0,56.2,68,36,31,14,49,8,4.92,1.447,0.349,7.8,663704,2024
James McCann,34,Baltimore,1,0,,,,1.0,2,2,2,0,0,1,18.0,2.0,0.25,0.0,543510,2024
Darren McCaughan,28,"Cleveland,Miami",12,5,,,2.0,42.0,53,32,29,15,28,9,6.21,1.619,0.321,6.0,670766,2024
Chayce McDermott,25,Baltimore,1,1,,,,4.0,5,3,3,2,3,1,6.75,1.75,0.333,6.8,694646,2024
Trevor McDonald,23,San Francisco,1,0,,,,3.0,0,0,0,1,1,0,0.0,0.333,0.0,3.0,686790,2024
T.J. McFarland,35,Oakland,79,0,2.0,4.0,,56.2,53,28,24,17,39,4,3.81,1.235,0.288,6.2,519008,2024
Scott McGough,34,Arizona,26,2,1.0,3.0,,32.2,34,30,27,21,25,6,7.44,1.684,0.289,6.9,543518,2024
Michael McGreevy,23,St. Louis,4,3,3.0,,,23.0,16,5,5,2,18,1,1.96,0.783,0.234,7.0,700241,2024
Triston McKenzie,26,Cleveland,16,16,3.0,5.0,,75.2,69,46,43,49,74,19,5.11,1.559,0.255,8.8,663474,2024
Zach McKinstry,29,Detroit,3,0,,,,2.0,1,2,2,1,0,1,9.0,1.0,0.0,0.0,656716,2024
John McMillon,26,Miami,10,0,2.0,1.0,,12.0,7,4,2,5,13,1,1.5,1.0,0.222,9.8,669111,2024
John Means,31,Baltimore,4,4,2.0,,,20.2,16,6,6,2,16,2,2.61,0.871,0.237,7.0,607644,2024
Nick Mears,27,"Colorado,Milwaukee",56,0,1.0,5.0,,60.0,61,40,38,24,78,7,5.7,1.417,0.351,11.7,683232,2024
Victor Mederos,23,Los Angeles,4,0,,1.0,,5.1,7,7,7,6,5,1,11.81,2.438,0.4,8.4,682989,2024
Luis Medina,25,Oakland,8,8,2.0,4.0,,40.0,43,24,23,20,32,4,5.18,1.575,0.317,7.2,665622,2024
James Meeker,29,Milwaukee,1,0,,,,1.0,1,0,0,1,0,0,0.0,2.0,0.333,0.0,703231,2024
Trevor Megill,30,Milwaukee,50,0,1.0,3.0,21.0,48.2,33,16,14,14,54,4,2.59,0.966,0.25,10.0,656730,2024
Tylor Megill,28,New York,18,15,4.0,6.0,,82.1,76,44,40,37,96,10,4.37,1.372,0.308,10.5,656731,2024
Cristian Mena,21,Arizona,1,1,,,,3.0,4,4,4,3,2,2,12.0,2.333,0.25,6.0,691441,2024
Danny Mendick,30,Chicago,1,0,,,,1.0,2,0,0,0,0,0,0.0,2.0,0.5,0.0,664901,2024
Michael Mercado,25,Philadelphia,5,2,1.0,2.0,,13.0,16,16,16,9,10,9,11.08,1.923,0.2,6.9,675650,2024
Julian Merryweather,32,Chicago,15,0,1.0,1.0,,15.0,18,11,11,9,14,0,6.6,1.8,0.375,8.4,657240,2024
Matt Mervis,26,Chicago,1,0,,,,0.2,7,6,6,0,0,0,81.0,10.5,0.778,0.0,670223,2024
Max Meyer,25,Miami,11,11,3.0,5.0,,57.0,62,38,36,19,46,14,5.68,1.421,0.289,7.3,676974,2024
Miles Mikolas,35,St. Louis,32,32,10.0,11.0,,171.2,194,106,102,25,122,26,5.35,1.276,0.311,6.4,571945,2024
Wade Miley,37,Milwaukee,2,2,,1.0,,7.0,6,5,5,4,2,1,6.43,1.429,0.238,2.6,489119,2024
Bobby Miller,25,Los Angeles,13,13,2.0,4.0,,56.0,69,53,53,30,52,17,8.52,1.768,0.331,8.4,676272,2024
Bryce Miller,25,Seattle,31,31,12.0,8.0,,180.1,131,62,59,45,171,21,2.94,0.976,0.237,8.5,682243,2024
Erik Miller,26,San Francisco,73,10,4.0,5.0,,67.1,50,33,29,38,87,7,3.88,1.307,0.285,11.6,669062,2024
Mason Miller,25,Oakland,55,0,2.0,2.0,28.0,65.0,36,23,18,21,104,6,2.49,0.877,0.256,14.4,695243,2024
Owen Miller,27,Milwaukee,1,0,,,,2.0,5,4,4,1,0,1,18.0,3.0,0.4,0.0,680911,2024
Ryan Miller,28,Los Angeles,13,0,,1.0,,13.0,13,7,6,8,11,2,4.15,1.615,0.297,7.6,668943,2024
Shelby Miller,33,Detroit,51,0,6.0,8.0,2.0,55.2,41,31,28,13,49,9,4.53,0.97,0.215,7.9,571946,2024
Tyson Miller,28,"Chicago,Seattle",58,0,5.0,1.0,1.0,62.0,39,18,16,11,54,7,2.32,0.806,0.204,7.8,668338,2024
Hoby Milner,33,Milwaukee,61,1,5.0,1.0,1.0,64.2,63,38,34,14,64,6,4.73,1.191,0.32,8.9,571948,2024
A.J. Minter,30,Atlanta,39,0,5.0,4.0,1.0,34.1,24,10,10,11,35,6,2.62,1.019,0.225,9.2,621345,2024
Anthony Misiewicz,29,New York,1,0,,,,1.0,2,0,0,1,1,0,0.0,3.0,0.5,9.0,664948,2024
Casey Mize,27,Detroit,22,20,2.0,6.0,,102.1,121,57,51,29,78,11,4.49,1.466,0.331,6.9,663554,2024
Carmen Mlodzinski,25,Pittsburgh,40,4,5.0,5.0,,50.2,41,22,19,19,46,3,3.38,1.184,0.273,8.2,669387,2024
Anthony Molina,22,Colorado,35,1,1.0,1.0,,59.2,72,46,45,22,41,5,6.79,1.575,0.345,6.2,683627,2024
Sam Moll,32,Cincinnati,48,0,3.0,2.0,,37.2,27,16,14,14,38,3,3.35,1.088,0.253,9.1,594580,2024
Frankie Montas,31,"Cincinnati,Milwaukee",31,31,7.0,11.0,,154.1,146,92,82,67,151,24,4.78,1.38,0.288,8.8,593423,2024
Keider Montero,23,Detroit,21,17,6.0,6.0,,101.1,101,54,52,31,80,19,4.62,1.303,0.284,7.1,672456,2024
Rafael Montero,33,Houston,41,0,1.0,2.0,,38.1,35,21,20,19,23,8,4.7,1.409,0.243,5.4,606160,2024
Jordan Montgomery,31,Arizona,25,21,8.0,7.0,1.0,117.0,149,83,81,44,83,14,6.23,1.65,0.351,6.4,656756,2024
Mason Montgomery,24,Tampa Bay,9,0,,,,9.2,6,2,2,5,17,0,1.86,1.138,0.4,15.8,682254,2024
Matt Moore,35,Los Angeles,51,0,5.0,3.0,1.0,48.1,39,31,27,26,41,11,5.03,1.345,0.22,7.6,519043,2024
Adri\xc3\xa1n Morej\xc3\xb3n,25,San Diego,62,0,3.0,3.0,2.0,66.0,65,25,21,23,72,4,2.86,1.333,0.337,9.8,670970,2024
Eli Morgan,28,Cleveland,38,0,3.0,,,46.0,32,13,10,13,40,4,1.96,0.978,0.226,7.8,669212,2024
Charlie Morton,40,Atlanta,30,30,8.0,10.0,,165.1,154,85,77,65,167,23,4.19,1.325,0.307,9.1,450203,2024
Kyle Muller,26,Oakland,21,0,,1.0,,49.1,48,25,22,10,36,6,4.01,1.176,0.282,6.6,666205,2024
Andr\xc3\xa9s Mu\xc3\xb1oz,25,Seattle,60,0,3.0,7.0,22.0,59.1,31,16,14,26,77,6,2.12,0.961,0.208,11.7,662253,2024
Roddery Mu\xc3\xb1oz,24,Miami,18,17,2.0,7.0,,82.2,89,66,60,42,70,26,6.53,1.585,0.267,7.6,682610,2024
Joe Musgrove,31,San Diego,20,20,6.0,5.0,,103.1,95,45,44,23,105,14,3.83,1.142,0.3,9.1,605397,2024
Parker Mushinski,28,Houston,10,0,,,,11.0,11,10,8,5,3,1,6.55,1.455,0.25,2.5,656786,2024
Tobias Myers,25,Milwaukee,28,26,9.0,6.0,,143.0,128,52,46,36,132,18,2.9,1.147,0.281,8.3,668964,2024
Tommy Nance,33,Toronto,20,0,,3.0,,22.0,18,12,10,9,19,2,4.09,1.227,0.262,7.8,667297,2024
Andrew Nardi,25,Miami,59,0,3.0,2.0,,49.2,44,29,28,18,70,7,5.07,1.248,0.327,12.7,677053,2024
Nick Nastrini,24,Chicago,9,8,,7.0,,35.2,32,33,28,36,26,7,7.07,1.907,0.24,6.6,680897,2024
Jack Neely,24,Chicago,6,0,,,,6.0,8,6,6,2,7,2,9.0,1.667,0.353,10.5,680891,2024
Kyle Nelson,27,Arizona,11,0,,,,10.2,8,5,5,4,8,2,4.22,1.125,0.214,6.8,669459,2024
Nick Nelson,28,Philadelphia,4,0,,,,5.1,8,3,3,2,8,0,5.06,1.875,0.533,13.5,656793,2024
Ryne Nelson,26,Arizona,28,25,10.0,6.0,1.0,150.2,155,73,71,34,126,17,4.24,1.254,0.309,7.5,669194,2024
Hector Neris,35,"Chicago,Houston",63,0,10.0,5.0,18.0,60.0,55,31,27,29,66,8,4.05,1.4,0.303,9.9,593576,2024
Sean Newcomb,31,Oakland,7,0,1.0,,,10.0,9,7,7,8,7,2,6.3,1.7,0.269,6.3,656794,2024
Kyle Nicolas,25,Pittsburgh,51,0,2.0,2.0,,54.2,51,30,24,31,55,4,3.95,1.5,0.315,9.1,693312,2024
Vinny Nittoli,33,"Baltimore,Oakland",9,0,,1.0,,12.0,10,2,2,2,8,1,1.5,1.0,0.257,6.0,657697,2024
Aaron Nola,31,Philadelphia,34,34,14.0,9.0,,204.1,194,88,83,52,205,32,3.66,1.204,0.295,9.0,605400,2024
Dedniel N\xc3\xba\xc3\xb1ez,28,New York,25,0,2.0,,1.0,35.0,24,11,9,8,48,3,2.31,0.914,0.276,12.3,673380,2024
Riley O\'Brien,29,St. Louis,8,0,,,,8.0,13,10,10,8,11,2,11.25,2.625,0.458,12.4,676617,2024
Jack O\'Loughlin,24,Oakland,4,0,,,,9.2,13,5,5,5,6,1,4.66,1.862,0.343,5.6,672552,2024
Bailey Ober,28,Minnesota,31,31,12.0,9.0,,178.2,136,81,79,43,191,27,3.98,1.002,0.247,9.6,641927,2024
Steven Okert,32,Minnesota,44,1,3.0,2.0,1.0,35.1,37,22,20,16,33,6,5.09,1.5,0.307,8.4,595345,2024
Adam Oller,29,Miami,8,8,2.0,4.0,,42.1,43,25,25,22,36,7,5.31,1.535,0.295,7.7,670124,2024
Reese Olson,24,Detroit,24,23,4.0,8.0,,121.1,108,53,46,35,109,8,3.41,1.179,0.289,8.1,681857,2024
Kaleb Ort,32,Houston,22,0,1.0,1.0,,24.2,16,7,7,4,26,7,2.55,0.811,0.161,9.5,672391,2024
Luis Ortiz,28,Philadelphia,1,0,,,,0.2,3,2,2,0,0,0,27.0,4.5,0.75,0.0,656814,2024
Luis Ortiz,25,Pittsburgh,37,15,7.0,6.0,1.0,135.2,109,56,50,42,107,16,3.32,1.113,0.243,7.1,682847,2024
Eric Orze,26,New York,2,0,,1.0,,1.2,3,4,4,2,1,1,21.6,3.0,0.333,5.4,679358,2024
Michel Ota\xc3\xb1ez,26,Oakland,36,0,1.0,,1.0,34.0,27,15,13,20,55,2,3.44,1.382,0.352,14.6,671305,2024
Adam Ottavino,38,New York,60,0,2.0,2.0,1.0,56.0,49,29,27,23,70,6,4.34,1.286,0.312,11.3,493603,2024
Chris Paddack,28,Minnesota,17,17,5.0,3.0,,88.1,102,50,49,21,79,14,4.99,1.392,0.327,8.0,663978,2024
Emilio Pag\xc3\xa1n,33,Cincinnati,38,1,4.0,5.0,1.0,38.0,40,20,19,11,44,6,4.5,1.342,0.351,10.4,641941,2024
Daniel Palencia,24,Chicago,10,0,,1.0,1.0,14.2,14,11,10,12,16,0,6.14,1.773,0.35,9.8,694037,2024
Andre Pallante,25,St. Louis,29,20,8.0,8.0,,121.1,110,55,51,48,94,8,3.78,1.302,0.287,7.0,669467,2024
Enoli Paredes,28,"Chicago,Milwaukee",18,0,1.0,,1.0,21.2,13,4,4,10,16,0,1.66,1.062,0.22,6.6,660600,2024
Mitchell Parker,24,Washington,29,29,7.0,10.0,,151.0,154,82,72,43,133,18,4.29,1.305,0.303,7.9,680730,2024
Wes Parsons,31,"Cleveland,Toronto",4,0,,,,9.0,10,6,6,2,7,2,6.0,1.333,0.296,7.0,641149,2024
James Paxton,35,"Boston,Los Angeles",21,21,9.0,3.0,,100.1,95,53,49,50,73,12,4.4,1.445,0.278,6.5,572020,2024
Joel Payamps,30,Milwaukee,70,0,3.0,8.0,6.0,60.2,42,26,23,21,60,7,3.41,1.038,0.227,8.9,606303,2024
Nate Pearson,27,"Chicago,Toronto",60,1,2.0,2.0,2.0,66.1,67,34,33,21,74,12,4.48,1.327,0.314,10.0,663878,2024
Elvis Peguero,27,Milwaukee,52,0,7.0,4.0,2.0,51.1,52,22,17,27,47,4,2.98,1.539,0.327,8.2,665625,2024
Walter Pennington,26,"Kansas City,Texas",16,1,1.0,,,18.0,19,7,6,11,17,1,3.0,1.667,0.34,8.5,679156,2024
Zach Penrod,27,Boston,7,0,,,,4.0,3,2,1,4,3,0,2.25,1.75,0.25,6.8,683068,2024
Ryan Pepiot,26,Tampa Bay,26,26,8.0,8.0,,130.0,102,58,52,48,142,17,3.6,1.154,0.262,9.8,686752,2024
Freddy Peralta,28,Milwaukee,34,33,11.0,9.0,,178.2,145,77,74,69,205,26,3.73,1.198,0.277,10.3,642547,2024
Luis Peralta,23,Colorado,15,0,,,,12.1,7,1,1,5,14,0,0.73,0.973,0.259,10.2,678821,2024
Sammy Peralta,26,Chicago,9,0,,,,15.0,21,9,8,7,11,2,4.8,1.867,0.365,6.6,671111,2024
Wandy Peralta,32,San Diego,47,0,3.0,2.0,,39.2,35,20,18,13,25,7,4.08,1.21,0.237,5.7,593974,2024
Jhonny Pereda,28,Miami,1,0,,,,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,640902,2024
Cionel P\xc3\xa9rez,28,Baltimore,63,0,2.0,1.0,2.0,54.0,49,30,28,28,47,0,4.67,1.426,0.306,7.8,672335,2024
Mart\xc3\xadn P\xc3\xa9rez,33,"Pittsburgh,San Diego",26,26,5.0,6.0,,135.0,151,71,68,49,107,22,4.53,1.481,0.319,7.1,527048,2024
Michael Petersen,30,"Los Angeles,Miami",16,0,3.0,1.0,,19.2,21,14,13,11,14,3,5.95,1.627,0.295,6.4,656848,2024
David Peterson,28,New York,26,22,11.0,3.0,1.0,133.1,124,48,42,54,109,9,2.84,1.335,0.298,7.4,656849,2024
Brandon Pfaadt,25,Arizona,32,32,11.0,10.0,,181.2,183,103,95,42,185,24,4.71,1.239,0.316,9.2,694297,2024
Evan Phillips,29,Los Angeles,66,0,7.0,1.0,18.0,61.1,51,30,22,20,69,6,3.23,1.158,0.287,10.1,623465,2024
Tyler Phillips,26,Philadelphia,8,7,4.0,1.0,,36.2,45,28,28,7,28,9,6.87,1.418,0.316,6.9,663969,2024
Riley Pint,26,Colorado,4,0,,,,3.1,5,8,8,5,7,2,21.6,3.0,0.5,18.9,666207,2024
Ricardo Pinto,30,Philadelphia,6,0,,,1.0,10.2,19,14,13,5,8,2,10.97,2.25,0.405,6.8,620982,2024
Nick Pivetta,31,Boston,26,26,6.0,11.0,,139.2,124,67,65,36,162,27,4.19,1.146,0.28,10.4,601713,2024
Zach Plesac,29,Los Angeles,3,3,1.0,1.0,,12.0,12,11,11,7,5,4,8.25,1.583,0.211,3.8,668676,2024
Colin Poche,30,Tampa Bay,43,0,1.0,2.0,2.0,37.1,30,16,16,13,33,7,3.86,1.152,0.23,8.0,621363,2024
Zach Pop,27,Toronto,57,0,1.0,4.0,1.0,48.0,45,36,30,19,33,9,5.63,1.333,0.25,6.2,647315,2024
Cody Poteet,29,New York,5,4,3.0,,,24.1,18,7,6,8,16,2,2.22,1.068,0.232,5.9,547001,2024
Cade Povich,24,Baltimore,16,16,3.0,9.0,,79.2,80,49,46,34,69,12,5.2,1.431,0.291,7.8,700249,2024
Nick Pratto,25,Kansas City,1,0,,,,1.0,1,0,0,0,1,0,0.0,1.0,0.333,9.0,668472,2024
Ryan Pressly,35,Houston,60,0,2.0,4.0,4.0,57.1,60,28,25,19,60,4,3.92,1.378,0.346,9.4,519151,2024
Quinn Priester,23,"Boston,Pittsburgh",11,7,3.0,6.0,,49.2,56,30,26,14,33,7,4.71,1.409,0.299,6.0,682990,2024
Austin Pruitt,34,Texas,4,0,,,,4.1,8,6,6,3,1,3,12.46,2.538,0.294,2.1,643493,2024
A.J. Puk,29,"Arizona,Miami",62,4,4.0,9.0,3.0,71.1,51,31,25,28,88,5,3.15,1.107,0.271,11.1,640462,2024
Cal Quantrill,29,Colorado,29,29,8.0,11.0,,148.1,156,83,82,69,110,23,4.98,1.517,0.302,6.7,615698,2024
Jos\xc3\xa9 Quijada,28,Los Angeles,22,0,2.0,2.0,,19.1,12,9,7,17,24,1,3.26,1.5,0.282,11.2,650671,2024
Jose Quintana,35,New York,34,34,10.0,11.0,,184.2,161,79,76,70,148,23,3.7,1.251,0.264,7.2,500779,2024
Cole Ragans,26,Kansas City,34,34,12.0,9.0,,196.1,153,72,66,71,236,15,3.03,1.141,0.292,10.8,666142,2024
Tanner Rainey,31,Washington,50,0,,,,51.0,47,28,27,29,44,8,4.76,1.49,0.267,7.8,663432,2024
Brooks Raley,36,New York,8,0,1.0,,,7.0,2,0,0,3,9,0,0.0,0.714,0.154,11.6,548384,2024
Emmanuel Ramirez,29,Miami,15,0,,1.0,,20.2,21,17,16,8,21,3,6.97,1.403,0.316,9.1,642629,2024
Erasmo Ram\xc3\xadrez,34,Tampa Bay,13,0,3.0,,1.0,20.2,12,12,10,10,15,5,4.35,1.065,0.13,6.5,541640,2024
